,tree
348799,0
246085,1
464768,0
505301,0
516962,0
461183,1
461114,1
206962,1
261669,1
479870,0
15507,0
271001,1
520587,0
178004,0
120459,1
263184,0
145711,0
316937,0
112907,0
524838,0
23062,0
303622,0
165712,0
385651,1
249802,1
208298,1
6878,0
97159,0
75853,0
16922,0
79851,0
348757,0
369720,1
564048,0
26166,0
121475,0
168524,1
4899,0
271009,1
3911,0
254907,0
50484,0
516134,0
134139,0
43394,0
326310,1
46238,0
11891,1
412775,0
339221,1
340477,1
556655,0
145465,0
536455,0
326902,1
359177,0
477516,0
430587,0
350328,0
206085,1
230593,1
56963,0
58467,0
332380,1
210398,0
58030,0
321834,0
46105,1
511105,0
211173,1
289596,1
575471,1
40085,0
396135,0
509561,0
5118,0
500890,0
366677,0
123483,0
280270,0
547826,0
4675,0
124002,0
382428,1
72846,0
523827,0
21277,0
511651,0
133889,0
413831,0
525291,0
370576,0
404158,1
450005,1
555888,0
418558,0
45030,0
422796,0
224760,0
517493,0
526486,0
575593,1
246696,1
577335,0
416393,0
2558,0
213479,1
172348,1
233816,1
327373,1
354500,0
346978,0
71332,0
180291,1
116410,0
268313,1
13868,1
329918,0
377890,0
475606,0
300899,1
440909,0
233030,1
292718,1
327614,1
268044,1
394748,0
292296,1
29234,1
476050,0
385218,1
403053,0
355163,0
169327,0
483326,0
139341,0
318056,1
114319,0
535614,0
185617,1
333779,1
286948,0
482978,0
255870,0
342261,0
226856,1
235996,1
113887,1
239779,0
7032,1
414116,0
435073,0
434102,1
154426,0
524234,0
247118,1
209336,1
322761,0
103841,1
245216,0
229617,0
187784,1
331033,1
490613,0
558858,0
6870,0
160743,1
327036,0
68416,0
360895,1
357203,0
9446,1
451575,1
527317,0
149876,0
571728,0
326261,1
124811,0
265958,0
59537,0
25645,0
62578,0
142497,0
53688,0
392109,0
233201,1
55676,0
326597,0
175433,0
186114,1
186198,0
370841,0
221545,1
510479,0
100461,0
180810,0
156763,0
475182,0
157752,0
544542,1
520882,0
317324,0
213838,1
497209,0
356182,0
183544,1
552544,0
225705,1
296067,0
176742,0
552174,0
243063,1
352495,0
278149,0
310843,1
397751,1
166310,0
331063,0
60903,0
249772,1
41518,0
109144,1
12017,1
389790,1
516876,0
251931,1
560558,0
135258,0
68605,0
119536,0
378998,0
528496,0
281060,1
191813,0
452096,0
142191,0
467941,1
63549,0
564734,0
286814,1
539301,0
340881,1
121931,0
367981,1
95943,0
474854,0
46823,0
502308,0
179934,1
49887,1
230215,0
109658,1
486337,0
346735,0
184604,0
223960,1
543275,0
229081,1
340074,0
273124,1
32873,0
568530,0
324816,0
481374,0
422133,0
475562,0
519150,0
28461,0
381678,1
349803,0
476139,0
497763,0
514972,0
392209,0
542506,0
545378,0
356160,0
470625,0
452529,0
243948,1
295367,0
88697,0
525441,0
183831,0
80260,0
165507,1
434816,0
203445,1
484793,0
430216,0
422713,0
274158,0
424997,0
455137,0
308102,1
394083,0
421172,1
469932,1
94670,1
314479,1
79096,0
390015,0
483926,0
337199,0
407468,0
38213,0
438844,0
232857,0
182479,0
436234,0
202499,1
240665,1
475879,0
85295,0
208473,0
449327,1
484330,0
557788,0
230703,0
352269,0
132865,0
316664,1
245421,0
176634,0
553275,0
287119,0
537443,0
316196,1
219856,0
151432,1
285806,0
288570,1
478004,0
310355,1
318311,1
187420,0
351975,0
26269,0
220574,0
376517,1
30143,1
145234,0
136726,0
541612,0
552580,0
432587,0
344310,0
217770,0
321300,1
7013,1
244236,1
441984,0
506858,0
197514,1
12221,1
222193,1
463155,1
458522,0
312587,0
465701,0
343259,0
245832,1
212348,0
390425,0
373475,0
15669,0
160323,0
206974,1
133661,0
199519,0
472453,0
77267,1
92719,1
572659,0
483631,0
461727,1
101711,1
75103,0
230429,1
303066,0
178146,1
16355,1
546747,0
165980,0
534030,0
141262,0
400791,0
407346,0
177337,0
471369,0
194202,0
424394,0
84817,1
168612,1
239965,1
456467,0
265081,0
525473,0
44228,0
240458,1
43371,0
100156,0
189815,0
203185,1
277613,0
133498,0
475846,0
418480,0
512942,0
135065,0
467092,1
59382,0
236566,1
564955,0
116641,1
522825,0
160394,0
194845,0
7965,0
515799,1
217275,0
202832,1
216102,0
189119,1
488273,0
106066,1
422352,0
242373,1
176699,0
269899,0
459816,1
315527,1
523998,0
280267,0
508065,1
100336,0
134309,0
14816,0
517559,0
242752,1
579409,0
9986,1
395733,1
180457,0
101467,1
244825,1
558711,0
541464,0
256921,0
63001,0
87621,1
150054,0
157133,0
305090,1
88952,0
38793,0
481741,0
54146,0
498057,0
525746,0
402780,1
93720,0
342553,0
474808,0
170175,1
434823,0
20806,0
357878,0
514172,0
401136,1
456143,0
345158,0
402670,1
373105,0
95146,1
209994,1
416737,0
220089,0
283200,1
193748,1
224327,0
433586,1
456505,0
498743,0
66018,0
471020,0
118530,0
471518,0
293639,1
203267,1
276109,0
317860,1
219616,0
293998,1
439106,0
123495,0
305764,0
562891,0
290941,1
283693,1
531884,0
498663,0
76622,0
178427,0
76701,0
377741,0
151565,0
223289,0
267230,0
141904,0
35431,0
515512,0
99312,1
197031,1
478428,0
120493,0
478432,0
549140,0
66529,0
235660,1
473889,0
59767,0
448202,1
242458,1
223132,1
29225,1
477814,1
89871,0
434565,0
336602,0
205269,1
406396,1
387056,1
303908,0
182502,0
278281,1
275326,1
271224,1
23758,1
182328,0
134585,0
233755,1
181241,0
172652,1
456364,0
395485,1
420594,0
362822,1
441558,0
92646,0
73229,1
7518,0
144913,0
257927,1
454020,0
22402,0
526610,0
17269,0
149329,0
417453,0
251550,1
143076,0
345811,1
234601,0
205293,0
81213,1
381759,1
294041,1
345076,0
132362,0
195473,0
225203,0
322465,0
187327,0
96149,0
228421,1
422600,0
76122,1
156256,0
314399,1
123741,0
370871,1
20736,0
376247,0
29585,1
188054,0
252821,1
105481,1
353281,0
471495,0
427830,0
397991,1
46113,0
384706,0
370652,0
546626,0
535510,0
240653,1
556887,0
551852,0
287853,1
558240,1
58754,0
546319,1
460093,0
557904,0
578812,0
159944,1
51781,0
10984,1
499208,0
40997,1
10216,0
305485,1
379854,1
558291,0
206833,0
218620,0
418304,0
382373,1
509048,1
425429,0
39349,1
200831,1
132233,0
193615,1
283360,1
284311,0
471934,0
185045,0
62248,0
416332,0
307983,1
74864,0
367568,0
210615,0
50982,0
533674,0
127188,0
235547,1
273988,0
153068,0
542770,0
506979,0
414323,1
226283,0
80020,1
478597,0
259687,1
453013,0
309499,1
7905,0
340907,1
578213,0
172274,1
186677,1
141919,0
362133,1
397386,0
162706,0
15198,1
349061,0
574249,1
135077,0
272190,1
406990,1
515557,0
344797,0
105423,1
479059,0
50762,1
14357,1
476181,0
413671,0
466808,1
36213,0
18481,0
300703,1
568993,0
450633,1
480620,0
395634,0
535961,1
552999,0
69566,1
379381,0
110199,1
426921,0
210308,1
353380,0
130549,0
332758,1
90550,0
527803,0
241102,1
426384,0
82064,0
225853,1
152249,0
324005,0
160769,0
223675,1
397454,0
557108,0
35452,0
25970,0
87002,0
73331,0
544040,1
566758,0
522338,0
35525,0
13594,0
265906,1
525382,0
90581,0
233460,1
69690,0
80498,0
319909,1
261547,1
495650,0
287377,1
448501,1
96937,0
74272,0
10293,1
448661,1
268,0
427806,1
63773,1
120172,0
321070,1
321481,1
263712,1
113513,0
281328,0
230894,0
321877,0
52466,0
414546,1
370378,1
514382,0
31858,1
32652,1
263502,0
274605,0
219378,0
492699,0
473844,0
513787,0
333284,1
313844,1
542778,0
463359,1
5967,0
84951,0
546567,0
58278,0
321927,0
195929,0
13089,0
542922,0
411468,0
218420,0
480530,0
154375,0
331653,1
237792,0
500714,0
271368,1
548083,0
561263,0
324181,1
32742,0
190941,0
59768,0
328482,1
280922,1
103460,1
304960,1
189637,0
490775,0
55406,0
518289,0
229433,1
359083,0
363081,1
458998,0
293222,1
401029,1
163137,1
281905,0
284300,0
47197,1
454396,1
463777,1
480057,0
250320,1
418126,0
112683,0
333619,1
66628,0
324959,0
310483,1
300904,1
554761,0
198042,0
180090,0
509410,0
259493,1
151258,1
239545,1
330642,1
315687,1
185914,1
549004,0
402598,1
407137,1
580823,0
265705,0
188094,1
201114,1
33049,0
100694,0
449182,1
579074,0
545937,0
269971,1
144741,0
33015,1
269975,1
415283,1
322228,0
515730,0
200091,1
81023,1
425821,1
341424,1
465828,0
169274,0
251917,1
413710,1
90357,0
137757,0
522729,0
531982,0
222471,1
92323,0
547657,0
550922,0
503714,0
185882,0
489176,0
466411,1
551841,0
2064,1
198943,0
487897,0
46118,0
23975,0
80461,0
160282,0
32321,0
324694,0
113158,1
411163,1
315844,1
498170,0
322945,0
396647,0
501838,0
455682,0
468920,0
422838,0
132832,0
236421,1
183714,1
379887,1
103828,1
492562,0
465799,0
436562,0
224115,0
5305,1
468702,0
304744,1
49073,0
79531,0
38587,0
222967,0
431229,0
146730,0
134405,0
362081,1
91846,1
317694,0
521155,0
108122,1
439337,0
19082,0
63569,0
511314,0
9693,0
416607,0
287707,1
236332,1
354115,0
205717,1
141096,0
548301,0
344971,1
410479,1
506640,0
543092,0
202768,1
518001,0
572688,0
363348,0
49499,0
541251,0
562145,0
82986,1
403246,1
27181,0
67165,0
340733,1
366121,1
283905,1
403327,1
146525,0
265995,0
311879,1
57137,0
148899,0
41821,0
173847,0
323536,0
134677,0
509472,0
491417,0
357997,0
433221,0
246653,0
28685,1
86672,0
518518,0
37067,0
272270,1
479068,0
403912,1
299819,1
470724,0
245488,1
207012,1
540564,0
517433,0
538009,0
487542,0
301357,1
288825,1
333224,1
504158,0
147208,0
13670,1
86032,0
19410,0
423833,0
304806,0
556150,0
252735,1
329504,0
136485,0
243863,1
247922,1
23916,0
144112,0
266625,1
242835,1
348162,0
232314,1
183707,1
108046,1
314264,1
46810,0
392593,1
411685,0
471161,1
565966,0
74776,1
73600,1
301577,1
536450,0
543963,0
474031,0
391958,0
102723,0
93003,1
70670,0
67017,0
185392,0
214741,0
66292,0
189511,0
131883,0
442778,0
254929,0
6103,0
222953,1
31616,0
46526,0
8571,0
295797,0
568677,0
198568,0
543030,0
393924,0
187702,1
222792,1
257127,1
469150,0
83861,1
460820,0
327960,1
353522,0
194434,0
440942,0
65223,0
108881,1
328606,0
563719,0
400792,1
476061,0
521689,0
37081,0
357431,1
30382,0
396068,1
87035,1
561430,0
105099,1
446477,1
525140,0
263918,0
188622,0
513752,0
290733,1
425114,0
278026,0
143670,0
457675,0
31654,0
382226,1
448475,1
168013,1
463331,1
474764,0
559847,0
86613,0
473253,0
241549,1
537361,0
418900,0
320173,1
85608,1
288552,1
455021,0
379477,1
58039,0
203984,0
488925,0
273494,0
368751,0
148586,0
296135,1
508974,0
345429,0
318808,0
408791,1
93173,1
95647,0
404083,1
142038,0
355166,0
146185,0
18830,0
406465,1
339407,0
209112,1
406054,1
497283,0
560122,0
265679,0
72584,0
487465,0
73059,0
562348,0
420207,0
187925,1
444810,0
62035,0
340555,1
205249,0
210917,0
491101,0
325886,0
329172,0
286395,1
365197,0
11821,0
355218,0
207880,0
107676,1
562831,0
76714,1
57783,0
564929,0
266224,0
266998,1
138716,0
9483,0
532196,0
350216,0
85410,0
357905,0
268381,1
361770,0
87715,0
65356,0
310711,1
138647,0
174489,1
383703,1
130119,1
425453,0
381391,1
565844,0
90611,0
39102,0
454856,0
456747,0
40172,0
189866,0
239122,1
184778,0
485819,0
457560,1
354750,0
487148,0
4057,0
184177,1
320248,1
340787,1
294291,1
546000,0
440771,0
481454,0
530753,0
200969,1
72858,1
442111,1
513941,0
215465,0
83732,0
528664,0
529959,0
126815,0
323629,1
74559,1
160119,0
379914,0
563104,0
152636,0
461575,0
55477,0
473089,0
536374,0
189079,1
517255,0
34779,0
515211,0
138913,0
270975,1
24638,1
281691,1
302087,1
104846,0
297704,1
492054,0
162278,0
5327,1
236088,0
312269,1
490550,0
62996,0
306350,0
34180,0
265512,0
219542,0
57415,0
181556,0
374814,1
178431,0
319764,1
460102,0
181861,0
87779,1
171094,0
568571,0
390415,0
480849,0
397085,1
183758,0
178773,0
529699,0
168640,1
149855,0
249166,1
527608,0
178203,1
194849,1
439480,1
497821,0
312389,1
173373,0
306392,1
67509,1
308294,1
262353,0
159765,1
93426,0
463061,0
94673,1
467394,1
461500,1
248166,0
175538,0
158797,0
275372,0
431946,1
322007,0
425498,0
360941,0
161060,0
347848,0
499227,0
57091,0
423330,0
565259,0
148470,0
88003,0
43852,0
276647,1
399061,0
138682,0
172545,0
271961,1
300340,1
185431,0
257840,1
151381,0
540921,1
253929,0
47697,0
152532,0
52372,0
196649,1
250158,1
38115,0
569036,0
472053,0
105112,1
248731,1
21231,1
204915,1
452748,1
169640,0
483977,0
19772,0
181325,0
298817,1
495694,0
265353,0
142581,0
338678,1
532027,0
487533,0
542406,0
89711,1
143311,0
287516,0
161548,0
354739,0
496783,0
110542,1
141794,0
387252,1
85844,0
184982,0
34125,0
30165,0
57564,1
314515,1
98930,0
153573,0
459799,1
345443,0
79911,1
337862,0
112786,0
414217,0
480740,0
100229,0
528607,0
295995,0
17483,1
310783,0
420722,0
229700,0
269709,1
260699,1
8031,0
140675,0
226421,0
324733,0
35759,0
569170,0
519607,0
495663,0
85537,1
268700,0
360960,0
568988,0
314384,0
187004,0
38211,0
417508,0
315734,1
278525,1
25495,0
491643,0
527010,0
230814,0
298984,1
502088,0
9357,0
50655,0
230442,0
341200,0
95604,0
42598,0
493602,0
311545,0
542230,0
451180,1
506967,0
549490,0
39360,1
413512,0
297230,1
405667,1
421947,0
34342,0
371464,0
362867,1
339560,1
387476,0
237473,1
12845,1
263566,1
482048,0
522791,0
14066,0
102025,1
533921,0
169461,0
276433,0
360420,0
7808,1
514187,0
311989,1
167315,0
4187,1
45821,0
453090,0
556948,0
308615,1
235335,0
462286,0
259321,1
307596,1
229265,1
90134,0
487257,0
226757,1
443786,1
111920,1
52928,0
430121,0
287305,0
49481,0
559735,0
398112,0
138087,0
363920,0
340314,1
89877,0
450601,1
424954,0
9716,0
514761,0
96137,0
360258,1
344578,1
533813,0
251757,1
214849,0
21441,1
3167,0
365284,0
311940,1
115155,1
317249,1
250071,0
547307,0
3196,0
214851,0
10714,0
75633,0
430633,1
180178,0
511309,0
349259,0
516366,0
515676,0
466822,1
220253,0
234756,0
125112,0
125685,0
474613,0
569929,0
296026,1
327324,0
290647,1
430120,0
524816,0
201164,1
201078,1
256417,1
96932,0
509100,1
202351,1
83175,1
209239,1
7060,0
218703,0
171290,0
534764,0
321120,1
458494,0
291246,1
518026,0
393036,0
537142,0
554337,0
376319,1
191497,1
371328,0
291108,1
364869,1
335087,1
566310,0
543042,1
321408,1
414985,1
108966,0
116016,1
380300,0
197376,0
229255,1
557861,0
339302,0
33263,0
62335,1
156247,0
364841,0
129702,0
467855,0
290508,1
57714,0
306092,0
196989,1
502654,0
186321,0
331178,1
545833,0
500065,0
498244,0
243820,1
351009,0
89142,0
92050,0
304080,0
412254,1
224615,0
118066,0
430210,0
453645,1
405642,0
336919,0
553846,0
71755,1
491781,0
309820,1
233963,1
364494,1
446340,0
102909,1
274569,0
357825,0
269935,1
66470,0
414209,0
33778,0
83123,0
204042,0
447310,1
323985,0
207804,1
52290,0
42114,0
569347,0
241495,1
579694,0
476975,0
204942,1
121132,0
51135,0
262639,0
241231,1
16835,0
528286,0
394601,0
120385,0
499582,0
25586,0
311295,1
1577,0
406508,1
204613,1
126462,0
211466,0
148293,0
183619,1
305487,1
379947,0
443697,1
457910,1
301193,1
309116,1
61003,0
66811,0
121387,0
559786,0
301529,1
530251,0
556189,0
149730,0
55299,0
102825,0
415962,1
116543,0
279339,1
506405,0
491468,0
156402,0
238583,1
286548,1
350477,0
359678,0
202969,1
256824,0
199690,1
163710,1
276977,0
117923,0
157180,0
353780,0
491405,0
252604,1
545890,0
454667,0
323927,0
376823,0
234805,1
262901,0
332306,1
61271,0
292176,1
202235,1
235001,1
23999,0
328859,0
16873,0
271890,1
413864,0
522849,0
108590,1
309842,1
453856,0
126907,0
64046,0
512574,0
241489,1
198335,0
31689,1
372855,0
192825,0
227350,0
226161,1
475973,0
159546,0
15701,0
84444,1
549034,0
306460,1
186452,1
444107,1
58110,0
67848,1
96265,0
87417,0
180680,0
183049,0
301106,1
336716,0
182513,0
334815,0
168265,1
539500,0
449161,1
477359,0
457905,1
356817,0
429839,1
207535,1
558626,0
423090,0
338938,1
59051,0
328779,0
163445,0
524781,0
294271,1
164274,0
509819,0
284767,1
201107,1
447788,1
489306,0
120636,0
257954,1
33545,0
38448,0
398715,0
501395,0
420997,0
167386,0
192126,0
474902,0
365118,1
483419,0
477870,0
103566,1
134528,0
156752,0
143052,0
279511,0
519664,0
508266,0
511222,0
26769,0
63079,1
38612,0
85925,1
345745,0
12948,0
113659,0
164845,0
84021,1
352020,0
404034,1
215327,1
83713,1
269860,0
209991,1
469867,1
82656,1
216578,0
205287,1
452740,0
350409,0
162271,0
555446,0
433364,1
6877,1
571850,0
213554,0
322881,0
285133,0
309795,1
446177,1
567144,0
541091,0
572380,0
502036,0
236901,0
464144,0
166456,1
514305,0
298118,1
365049,1
355515,0
52999,0
241671,1
438148,0
373925,0
411175,0
122420,1
553399,0
16269,0
413529,1
51195,0
462930,1
105,0
531692,0
469901,0
212770,1
279858,1
397036,1
404041,0
537015,0
242559,1
562527,0
556742,0
58854,0
557496,0
466635,1
12038,1
115353,0
555379,0
442446,1
411496,0
82242,0
183940,0
179172,0
426001,0
558664,0
94453,1
147976,0
76454,1
30060,0
310568,1
232335,1
574847,0
130471,0
319946,1
310894,0
511631,0
547394,0
528577,0
397026,0
215967,0
315138,0
303609,0
127747,0
533655,0
233990,1
468902,0
230813,0
203121,1
74732,1
373083,1
40981,0
226766,1
342946,1
82989,1
257750,1
131877,0
358545,0
325796,0
200388,0
396314,0
266490,1
326146,1
371479,0
363769,0
262415,0
458954,0
376452,0
118628,0
303029,0
321359,1
410868,0
25171,1
69288,0
561801,0
302538,1
569707,0
292960,1
500889,0
99035,0
570364,0
303767,0
180324,0
480276,0
39323,0
70860,0
343037,1
542669,0
292647,1
379399,0
246111,1
144826,0
516530,0
533515,0
557385,0
132715,0
323938,0
77418,0
546250,1
189549,1
514273,0
178535,0
80532,1
76589,0
46660,1
288680,1
378651,1
303144,0
376456,1
444983,1
67475,0
178209,1
323227,0
59570,0
212725,0
28751,0
456030,0
3475,0
29348,1
131001,0
397702,1
13062,0
365754,1
435612,0
567335,0
176060,0
385595,0
218019,1
195901,0
47124,0
172471,0
529381,0
83708,1
45959,0
354714,0
339031,1
520331,0
497242,0
70957,0
261689,1
53140,0
298692,1
311588,0
178539,1
343692,0
270350,1
397964,0
366672,0
416153,0
194459,0
34018,0
183443,0
477259,0
229520,1
344926,1
11036,0
502637,0
395832,0
79741,1
474771,0
475060,0
481276,0
462877,0
295327,1
197708,0
279389,0
153358,0
236300,1
336971,0
275361,0
69346,0
206277,1
344548,1
167722,1
297410,1
544961,0
216891,1
317625,0
299488,1
42418,0
258620,1
467448,0
449211,1
487928,0
477701,1
430759,0
448453,0
198047,0
369981,1
194249,0
280330,1
42651,0
438436,0
443645,1
540711,1
572327,0
173278,0
182898,1
519077,0
137624,0
91688,1
149542,0
29412,1
349656,0
514592,0
373596,0
26824,0
20780,1
495080,0
374492,0
407911,0
480342,0
568537,0
273146,1
281057,1
464781,0
415975,1
64960,1
37408,1
411394,0
549084,0
297037,1
42697,1
69498,0
437910,0
109217,0
457193,0
179739,0
319411,1
22637,0
14829,0
406143,1
424197,0
334507,0
469776,0
391530,0
112047,0
344322,0
557336,0
102365,1
116614,0
44353,0
550054,0
91741,0
41772,0
89333,1
577936,1
322878,0
47902,1
566988,0
20523,0
103943,1
171598,0
72530,1
2582,0
24606,1
469828,0
344003,0
114935,0
62771,0
243716,1
197573,0
426520,0
98786,1
247871,1
88325,0
214301,0
225073,1
266427,1
468513,0
191547,1
189686,0
540279,0
413391,0
495521,0
269296,1
411096,0
244386,1
356139,0
372537,1
434121,0
311804,1
253354,1
130367,0
79989,1
194248,0
60160,1
9195,0
390727,1
564621,0
531462,0
532114,0
88962,0
291316,1
116697,1
122085,1
219891,1
143108,0
136766,0
233319,1
498093,0
483966,0
569127,0
89473,0
326217,0
123257,0
124949,0
519672,0
294547,1
374419,0
427069,0
131457,0
1972,0
390485,0
46563,0
29017,0
262319,1
406372,1
558874,0
81178,1
573578,0
122124,0
547511,0
178305,1
282790,1
274972,0
63474,1
219625,0
299152,1
126492,0
118496,1
39443,0
503920,0
321500,1
288261,1
391386,0
117192,1
519417,0
164805,0
88833,1
400322,1
182292,0
208488,1
52657,1
482296,0
396656,0
419335,0
497710,0
83730,0
389494,1
108368,1
364298,0
441524,1
551697,0
385052,1
74799,0
498378,0
502069,0
547776,0
357745,0
230798,0
225261,1
227040,0
510152,0
141517,1
449247,0
67454,0
326994,1
121349,0
88323,0
294743,1
491665,0
571131,0
328914,0
361024,1
116651,1
260621,0
444032,1
152243,1
490688,0
580370,1
72076,0
267888,1
385775,0
534019,0
263491,0
285346,0
55533,0
20948,1
253283,0
382221,1
482898,0
227980,1
238697,0
152256,0
401445,0
148138,0
150029,0
547483,0
164885,0
444865,1
477450,1
247216,1
450961,1
534638,0
390736,1
536048,1
316416,0
190553,0
3205,0
205219,1
63476,1
267570,0
190008,0
218654,0
467872,1
299000,1
40942,1
110074,1
538242,0
257876,1
202968,1
503911,0
130504,0
199189,0
244990,0
298835,1
301152,1
520295,0
404749,0
498228,0
389275,0
147356,0
231822,1
543992,0
323206,0
436204,1
531563,0
205167,1
380506,0
349870,0
64770,0
53792,0
257702,1
328434,1
64026,0
57796,0
68100,0
147927,0
310664,1
3891,0
119901,0
366250,0
444846,1
550488,0
17920,1
104248,1
525842,0
204517,1
260851,1
417590,0
168920,0
134006,0
576982,0
425402,0
208297,1
195236,0
563701,0
89245,0
131731,0
3807,0
261849,1
476732,0
438062,0
109551,1
332219,1
90455,1
513852,0
91799,1
539250,0
328009,0
331796,1
382572,1
227908,1
35564,0
252514,1
244703,0
474255,0
313483,1
207286,1
150512,0
552121,0
176732,0
292899,1
257247,0
23984,0
369527,1
494104,0
17744,0
244213,1
129407,0
529583,0
307855,1
368430,1
240923,1
429159,1
326852,0
246848,1
61950,0
327505,1
258838,1
315847,1
305443,0
77941,0
534399,0
546967,0
135352,0
143316,0
118194,0
258147,1
217840,0
449662,1
210545,1
482642,0
356082,0
170708,0
276124,1
150394,1
369188,1
383688,1
355111,0
549999,0
203119,1
434969,0
359479,1
428008,1
267497,0
554993,0
317807,0
190239,0
499617,0
361898,0
235624,0
198286,0
182483,1
48921,0
29654,1
81368,0
443658,1
455927,1
238517,0
145744,0
479742,0
95126,0
508270,0
219626,0
153090,0
282328,1
52266,1
110668,1
308479,1
188014,0
33203,0
336449,1
103586,1
119850,0
333922,1
441879,1
316139,1
138003,0
188057,0
35711,1
442075,0
246687,1
332019,1
293094,1
395848,1
472422,0
469433,0
426746,0
